Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MGC12982,210.03261,0.428454124,0.029608569,14.47061243,1.86E-47,3.97E-47
MGC14436,16.492474,-0.2005825,0.051441176,-3.899259627,9.65E-05,0.000117769
MGC15885,0.6821474,0.027873471,0.077757756,0.358465481,0.719994996,0.74457145
MGC16025,22.594057,-2.150321821,0.067006436,-32.09127279,5.84E-226,4.72E-225
MGC16121,59.551083,-1.136611176,0.03799244,-29.91677254,1.19E-196,7.94E-196
MGC16142,24.809608,-0.088119966,0.017020298,-5.17734558,2.25E-07,2.92E-07
MGC16275,131.91719,-0.061370919,0.024774827,-2.477148216,0.013243689,0.015170667
MGC16384,16.534561,-0.257578387,0.033436145,-7.703591035,1.32E-14,1.94E-14
MGC16703,29.888206,-0.00343582,0.044248797,-0.077647756,0.938108253,0.945398769
MGC21881,344.6791,-0.181494003,0.020910518,-8.679555735,3.97E-18,6.13E-18
MGC23270,76.594185,-0.628130098,0.022453684,-27.97447835,3.32E-172,1.88E-171
MGC23284,104.023834,-0.67869436,0.02106568,-32.21801338,9.87E-228,8.07E-227
MGC26647,0.18560898,-0.547559171,0.162622117,-3.367064593,0.000759729,0.000904099
MGC27382,3.2812653,-1.944396884,0.085037434,-22.8651875,1.03E-115,3.91E-115
MGC2752,1367.0714,-0.122565697,0.010736679,-11.41560551,3.49E-30,6.24E-30
MGC2889,9.408048,0.603656007,0.055983248,10.78279718,4.15E-27,7.16E-27
MGC29506,1050.103,-0.577603931,0.054310259,-10.63526389,2.04E-26,3.50E-26
MGC34034,0.29095706,0.212577189,0.1734526,1.225563581,0.22036295,0.238079458
MGC3771,27.4875,-0.991487836,0.02164672,-45.8031437,0,0
MGC42105,111.751816,0.645737056,0.050311209,12.83485473,1.05E-37,2.03E-37
MGC4473,10.2611065,0.211558776,0.087272969,2.424104264,0.015346199,0.017527813
MGC45800,76.4647,-0.479593825,0.052118835,-9.201929123,3.52E-20,5.58E-20
MGC57346,433.02002,0.27742086,0.016533474,16.77934454,3.46E-63,8.56E-63
MGC70857,1384.6798,-0.145528407,0.020975256,-6.938099295,3.97E-12,5.60E-12
MGC72080,298.58865,-0.050069271,0.023308179,-2.148141674,0.031702502,0.035736186
MGC87042,111.816124,0.45818247,0.041246592,11.1083716,1.14E-28,2.01E-28
MGEA5,6831.174,-0.247024354,0.012621203,-19.57217128,2.67E-85,7.95E-85
MGLL,5672.025,0.006914518,0.029130046,0.237367227,0.812371912,0.832741542
MGMT,1130.9812,-0.869139476,0.026339669,-32.99735732,8.86E-239,7.75E-238
MGP,18043.91,-2.243620538,0.044416972,-50.51268497,0,0
MGRN1,4705.9526,-0.394027515,0.014169268,-27.80860087,3.41E-170,1.91E-169
MGST1,7654.555,-0.699087784,0.040365018,-17.31914946,3.37E-67,8.63E-67
MGST2,2224.1284,-0.1292319,0.022437641,-5.759602712,8.43E-09,1.12E-08
MGST3,4097.171,-0.393145847,0.016437057,-23.91826251,1.98E-126,8.15E-126
MIA2,90.117165,-1.418257694,0.084528653,-16.7784254,3.51E-63,8.69E-63
MIA3,4491.091,-0.433221702,0.017056144,-25.39974394,2.54E-142,1.17E-141
MIAT,1002.7307,0.216451546,0.04382018,4.939540303,7.83E-07,1.00E-06
MIA,572.4803,-1.40124025,0.070083212,-19.99395024,6.22E-89,1.90E-88
MIB1,2968.7898,0.141122627,0.016919623,8.34076668,7.38E-17,1.12E-16
MIB2,1485.5825,0.135519152,0.018285404,7.411329484,1.25E-13,1.80E-13
MICAL1,2103.1504,-0.205612778,0.024877514,-8.265004955,1.40E-16,2.11E-16
MICAL2,3897.9668,0.50034849,0.028763971,17.39497293,9.01E-68,2.32E-67
MICAL3,3335.8782,0.170216011,0.020434799,8.329712831,8.10E-17,1.23E-16
MICALCL,101.62362,1.049334014,0.041832493,25.08418529,7.40E-139,3.33E-138
MICALL1,2717.0664,1.105595792,0.021651241,51.06385339,0,0
MICALL2,1451.8516,0.33383144,0.021754398,15.34546931,3.80E-53,8.57E-53
MICA,738.2681,-0.266556509,0.018981009,-14.04332638,8.46E-45,1.76E-44
MICB,361.1332,0.117714722,0.028967317,4.063708218,4.83E-05,5.94E-05
MID1IP1,2648.4666,0.22141939,0.019562661,11.31846992,1.06E-29,1.89E-29
MID1,1401.1792,0.493207924,0.026119137,18.88300971,1.57E-79,4.46E-79
MID2,898.7888,-0.306587692,0.025174947,-12.17828548,4.06E-34,7.56E-34
MIDN,5570.0513,0.159199765,0.015221011,10.4592109,1.33E-25,2.25E-25
MIER1,2034.5857,0.029136793,0.014137977,2.060888436,0.039313685,0.044137383
MIER2,1108.0116,0.067872104,0.013729949,4.943361688,7.68E-07,9.84E-07
MIER3,1167.348,0.133873252,0.014554387,9.198137432,3.64E-20,5.78E-20
MIF4GD,1055.0148,-0.075823458,0.013531724,-5.603384838,2.10E-08,2.77E-08
MIF,18459.242,-0.256260527,0.02415841,-10.60750816,2.75E-26,4.70E-26
MIIP,1263.4697,-0.212673271,0.019062987,-11.15634536,6.67E-29,1.17E-28
MIMT1,5.832888,-0.213850889,0.083070389,-2.574333549,0.01004334,0.011552111
MINA,1756.2605,0.073708516,0.016445571,4.4819676,7.40E-06,9.27E-06
MINK1,5107.5015,0.785782719,0.013771561,57.05836216,0,0
MINPP1,1069.7123,-0.070718364,0.014682503,-4.816506143,1.46E-06,1.86E-06
MIOS,1301.617,0.034889618,0.013677943,2.550794272,0.010747775,0.012353297
MIOX,467.80475,-5.505467545,0.084296905,-65.31043478,0,0
MIPEP,1097.2528,-0.115269054,0.020977375,-5.494922819,3.91E-08,5.13E-08
MIPOL1,202.50343,-0.250079504,0.027131527,-9.217303112,3.05E-20,4.84E-20
MIP,4.475512,-0.179200061,0.036872894,-4.859940274,1.17E-06,1.50E-06
MIR155HG,83.169365,-1.117213978,0.037736064,-29.60600176,1.25E-192,8.10E-192
MIR17HG,107.494385,0.335423203,0.032575936,10.29665596,7.30E-25,1.23E-24
MIS12,854.7326,0.033162454,0.011715315,2.830692527,0.004644735,0.005400157
MITD1,508.80316,0.080039843,0.01201303,6.662752188,2.69E-11,3.74E-11
MITF,1509.2163,-2.178496085,0.036409342,-59.83343744,0,0
MIXL1,4.664496,-0.250659391,0.06120973,-4.095090587,4.22E-05,5.19E-05
MKI67IP,1932.1357,0.365597749,0.011885171,30.76083327,8.76E-208,6.28E-207
MKI67,4683.83,1.145951191,0.033472807,34.23528808,7.22E-257,7.13E-256
MKKS,2175.0913,0.128696281,0.012811829,10.04511398,9.65E-24,1.60E-23
MKL1,2500.9905,-0.031072398,0.013434568,-2.312869167,0.020729833,0.023547324
MKL2,2484.9626,-0.173297544,0.019287653,-8.984895596,2.59E-19,4.07E-19
MKLN1,3391.4392,0.024993617,0.014342446,1.742632815,0.081397774,0.090108057
MKNK1,1241.1992,0.103884633,0.01291048,8.046535391,8.52E-16,1.27E-15
MKNK2,7893.2207,0.108952864,0.016845341,6.467833566,9.94E-11,1.37E-10
MKRN1,6206.7036,-0.107977729,0.012705649,-8.498403539,1.92E-17,2.93E-17
MKRN2,1453.8347,-0.044031192,0.010436102,-4.219122294,2.45E-05,3.04E-05
MKRN3,89.20575,1.523237996,0.06360448,23.94859587,9.56E-127,3.95E-126
MKS1,658.5043,-0.222089165,0.01211068,-18.33828975,4.09E-75,1.12E-74
MKX,194.84259,-1.044108187,0.051029256,-20.46097237,4.80E-93,1.52E-92
MLANA,1925.1442,-8.590179954,0.087330233,-98.36433145,0,0
MLC1,1798.4362,1.114076883,0.074972779,14.85975167,6.01E-50,1.32E-49
MLEC,14774.371,-0.048548212,0.016806679,-2.888626156,0.003869288,0.004506827
MLF1IP,938.9998,0.380444895,0.027029809,14.07501215,5.41E-45,1.13E-44
MLF1,934.092,-0.025935252,0.031467479,-0.824192239,0.409830336,0.434388578
MLF2,10542.937,0.000548141,0.01289594,0.042504949,0.966096167,0.969047242
MLH1,1488.7532,-0.26294488,0.0126612,-20.76776959,8.47E-96,2.75E-95
MLH3,924.54974,-0.232193923,0.012602756,-18.42405876,8.42E-76,2.32E-75
MLKL,603.8423,0.572549917,0.023729897,24.12778734,1.28E-128,5.34E-128
MLL2,5157.406,0.091041024,0.017813562,5.110770278,3.21E-07,4.14E-07
MLL3,4356.6235,-0.031409265,0.017408559,-1.804242653,0.071193275,0.079073862
MLL4,3076.847,0.215025511,0.013660476,15.74070443,7.96E-56,1.84E-55
MLL5,3780.3433,0.133240738,0.016355196,8.146691573,3.74E-16,5.60E-16
MLLT10,1357.5305,-0.082121041,0.014947117,-5.494105758,3.93E-08,5.16E-08
MLLT11,1167.3921,0.444115914,0.041173495,10.78645154,3.99E-27,6.88E-27
MLLT1,4200.534,-0.091049004,0.011775469,-7.732091211,1.06E-14,1.55E-14
MLLT3,830.7779,0.15363652,0.022912616,6.705324142,2.01E-11,2.80E-11
MLLT4,5087.439,0.055357268,0.020461827,2.705392188,0.006822379,0.00789321
MLLT6,7944.555,0.02523636,0.014862666,1.697969951,0.089513433,0.098909308
MLL,4004.8738,0.053171702,0.019040326,2.792583519,0.005228897,0.006070661
MLNR,4.206142,-1.124551579,0.064865351,-17.33670682,2.49E-67,6.37E-67
MLN,1.9050485,-0.419244779,0.24693121,-1.697820132,0.089541715,0.098935188
MLPH,4906.916,-1.424846406,0.050499068,-28.21530102,3.80E-175,2.20E-174
MLST8,2422.092,-0.164268561,0.013435752,-12.22622753,2.25E-34,4.21E-34
MLXIPL,1320.0083,-1.22970949,0.056664798,-21.70147135,1.99E-104,6.93E-104
MLXIP,2756.667,0.476324152,0.020205864,23.57355975,7.20E-123,2.89E-122
MLX,2774.591,0.178149957,0.011148896,15.97915636,1.79E-57,4.19E-57
MLYCD,729.1756,-0.479385244,0.018467548,-25.95825066,1.47E-148,7.08E-148
MMAA,539.5656,-0.2632255,0.016260353,-16.18817853,6.11E-59,1.46E-58
MMAB,1720.6255,-0.427381001,0.019751292,-21.63812933,7.86E-104,2.73E-103
MMACHC,418.51776,-0.206143623,0.018754453,-10.99171625,4.19E-28,7.30E-28
MMADHC,3580.9897,0.173620349,0.011082668,15.66593469,2.59E-55,5.94E-55
MMD2,80.41015,3.305583116,0.171328655,19.29381349,6.05E-83,1.77E-82
MMD,1005.1895,-0.189641326,0.023991333,-7.904576416,2.69E-15,3.98E-15
MMEL1,56.750202,-0.156224539,0.051395254,-3.039668567,0.002368386,0.002777373
MME,2488.9082,-1.076819311,0.050956235,-21.13223867,4.02E-99,1.34E-98
MMGT1,1913.8724,0.216989306,0.013552089,16.01150239,1.06E-57,2.50E-57
MMP10,1032.0322,2.74478194,0.074696842,36.74562227,1.37E-295,1.63E-294
MMP11,7136.527,0.28847695,0.048598891,5.935875171,2.92E-09,3.92E-09
MMP12,970.21655,2.313400318,0.065363197,35.39301052,2.19E-274,2.37E-273
MMP13,1064.6733,2.030119323,0.085965279,23.61557305,2.67E-123,1.08E-122
MMP14,17350.33,0.172146364,0.030626592,5.620813564,1.90E-08,2.51E-08
MMP15,3761.4966,-0.014340059,0.028854457,-0.496979003,0.619203858,0.645785121
MMP16,251.34738,0.299041422,0.049286661,6.067390525,1.30E-09,1.75E-09
MMP17,437.43045,-1.047905262,0.045923665,-22.81841554,3.01E-115,1.14E-114
MMP19,1024.8619,-0.208384096,0.021868637,-9.528901974,1.59E-21,2.56E-21
MMP1,4385.26,2.7612081,0.065914972,41.89045406,0,0
MMP20,2.5202513,0.853922879,0.098388368,8.679103999,3.99E-18,6.16E-18
MMP21,2.2040408,-0.882347663,0.043163419,-20.44202454,7.07E-93,2.24E-92
MMP23A,25.618055,-0.828646254,0.156376288,-5.299053109,1.16E-07,1.52E-07
MMP23B,228.0292,-0.513042407,0.035543644,-14.43415322,3.15E-47,6.73E-47
MMP24,1355.1399,-0.91060912,0.028143141,-32.3563424,1.13E-229,9.34E-229
MMP25,188.314,-0.113313299,0.031629244,-3.582548398,0.000340259,0.000408716
MMP26,9.594461,-5.634987656,0.192275898,-29.30678113,8.50E-189,5.35E-188
MMP27,2.4444425,0.046152522,0.103155373,0.44740783,0.654580623,0.680692967
MMP28,704.18774,1.227518142,0.041532524,29.55558736,5.57E-192,3.58E-191
MMP2,14403.275,0.007873909,0.036384914,0.21640588,0.828671384,0.847444279
MMP3,805.8561,2.645904074,0.076360276,34.65026864,4.43E-263,4.51E-262
MMP7,5433.3774,-0.427777803,0.06289587,-6.801365585,1.04E-11,1.45E-11
MMP8,36.606346,-1.260123193,0.077680056,-16.22196561,3.53E-59,8.42E-59
MMP9,3867.266,0.066999946,0.048013479,1.395440337,0.162883095,0.177343009
MMRN1,423.36298,-1.000672702,0.042757903,-23.40322228,3.96E-121,1.57E-120
MMRN2,1683.8118,-0.72217261,0.028945051,-24.94977836,2.15E-137,9.54E-137
MMS19,2759.6077,-0.023807171,0.010650834,-2.235240017,0.025401596,0.028748184
MN1,765.34064,0.986268091,0.036812787,26.7914539,4.06E-158,2.10E-157
MNAT1,536.6297,0.032639707,0.013375438,2.440272064,0.014676204,0.016770098
MND1,164.27814,0.330839614,0.032975326,10.03294452,1.09E-23,1.81E-23
MNDA,552.82446,-0.775532151,0.035777151,-21.67674428,3.40E-104,1.18E-103
MNS1,268.34454,-0.552681772,0.026438771,-20.90421549,4.90E-97,1.61E-96
MNT,1558.8381,0.139400104,0.012958904,10.75709045,5.49E-27,9.46E-27
MNX1,97.38366,1.160750321,0.058681897,19.78038158,4.39E-87,1.33E-86
MOAP1,2030.1228,-0.608251103,0.018080397,-33.64146873,4.16E-248,3.88E-247
MOB2,1387.5189,-0.153879394,0.014511128,-10.60423353,2.85E-26,4.86E-26
MOBKL1A,1815.3802,-0.565837862,0.019136533,-29.5684632,3.80E-192,2.45E-191
MOBKL1B,1735.9655,0.497794443,0.018121443,27.46991237,4.02E-166,2.20E-165
MOBKL2A,2818.1658,-0.083675774,0.015061029,-5.555780819,2.76E-08,3.64E-08
MOBKL2B,1161.4994,0.773481625,0.027586024,28.03889458,5.46E-173,3.11E-172
MOBKL2C,1032.2106,0.204125115,0.015164615,13.46061993,2.67E-41,5.37E-41
MOBKL3,1987.241,0.208671855,0.01212235,17.21381253,2.09E-66,5.32E-66
MOBP,239.96489,2.482694625,0.082871212,29.95846869,3.41E-197,2.29E-196
MOCOS,483.58057,0.544888147,0.037985438,14.34465877,1.15E-46,2.44E-46
MOCS1,1251.3848,-0.819905777,0.026468627,-30.97651366,1.12E-210,8.18E-210
MOCS2,1725.4761,-0.511707917,0.01728657,-29.60147119,1.43E-192,9.26E-192
MOCS3,581.416,0.262817567,0.012797919,20.53596112,1.03E-93,3.27E-93
MOGAT1,3.5254526,-0.920822928,0.080278056,-11.47041886,1.86E-30,3.33E-30
MOGAT2,70.93754,1.235064375,0.087684837,14.08526746,4.68E-45,9.76E-45
MOGAT3,108.43882,1.155815959,0.136227797,8.484435509,2.17E-17,3.31E-17
MOGS,3596.78,0.04075935,0.011944208,3.412478337,0.00064375,0.000767472
MOG,174.24455,2.047872539,0.137164071,14.93009443,2.10E-50,4.62E-50
MON1A,608.8668,0.107420166,0.014676439,7.319225585,2.49E-13,3.58E-13
MON1B,1788.3855,0.110586743,0.017229536,6.418440178,1.38E-10,1.89E-10
MON2,2100.779,-0.15411653,0.014098586,-10.93134674,8.16E-28,1.42E-27
MORC1,4.715211,-0.695352554,0.103100823,-6.74439384,1.54E-11,2.15E-11
MORC2,2160.9592,0.192258407,0.011090489,17.335431,2.54E-67,6.51E-67
MORC3,1576.5836,0.210827974,0.014715708,14.32673034,1.49E-46,3.16E-46
MORC4,1379.0625,0.280088456,0.02021459,13.85575773,1.17E-43,2.42E-43
MORF4L1,7931.2095,-0.325690788,0.012632983,-25.78098838,1.45E-146,6.89E-146
MORF4L2,10301.883,-0.096729085,0.012201849,-7.927412178,2.24E-15,3.32E-15
MORF4,34.12625,0.408754673,0.045726225,8.93917378,3.92E-19,6.14E-19
MORN1,173.3767,-1.021062909,0.023682305,-43.11501445,0,0
MORN2,658.6881,-0.633611754,0.017875291,-35.44623512,3.32E-275,3.60E-274
MORN3,44.417515,-0.690376679,0.037829045,-18.2499101,2.07E-74,5.65E-74
MORN4,450.47806,-0.536936576,0.02527507,-21.24372226,3.77E-100,1.27E-99
MORN5,47.134903,-1.687900348,0.073615945,-22.92846131,2.42E-116,9.22E-116
MOSC1,1158.6864,-0.725190947,0.033888244,-21.3994842,1.35E-101,4.61E-101
MOSC2,743.3733,-1.470426149,0.031937976,-46.04005493,0,0
MOSPD1,656.0384,-0.058767561,0.015839793,-3.710121909,0.000207159,0.00025033
MOSPD2,588.94604,0.122643071,0.018056617,6.792140106,1.10E-11,1.55E-11
MOSPD3,983.9721,-0.274135721,0.015499087,-17.68721685,5.26E-70,1.38E-69
MOS,0.30345172,-0.515895031,0.193556582,-2.665344807,0.007690942,0.008884974
MOV10L1,33.827072,-0.164004304,0.043296152,-3.787964919,0.000151886,0.000184469
MOV10,2877.5522,-0.071742843,0.015318204,-4.683502192,2.82E-06,3.57E-06
MOXD1,1308.4005,-0.614617406,0.042582134,-14.43369213,3.18E-47,6.78E-47
MPDU1,2973.7886,-0.283804776,0.014787181,-19.1926221,4.27E-82,1.24E-81
MPDZ,1517.6365,-0.52630857,0.031084046,-16.93179075,2.62E-64,6.56E-64
MPEG1,1899.5464,-0.705948089,0.032476309,-21.73732518,9.11E-105,3.19E-104
MPG,2393.5227,-0.335144239,0.016030118,-20.90715947,4.61E-97,1.51E-96
MPHOSPH10,1811.208,0.102055973,0.011821156,8.633332395,5.96E-18,9.17E-18
MPHOSPH6,727.6983,0.598487631,0.016007517,37.38791172,6.14E-306,7.86E-305
MPHOSPH8,1779.1243,0.026483527,0.014422568,1.836255937,0.066319813,0.073765575
MPHOSPH9,509.1197,0.05445628,0.021359045,2.54956537,0.010785729,0.012396221
MPI,1832.2717,-0.345957896,0.013983797,-24.73991167,3.98E-135,1.74E-134
MPL,59.34567,-1.28723169,0.033433225,-38.50157077,0,0
MPND,1182.8868,-0.413267957,0.017835772,-23.17073546,8.99E-119,3.51E-118
MPO,1147.5249,-7.083037174,0.076063912,-93.11954844,0,0
MPP1,1447.6853,-0.70848533,0.023920282,-29.61860224,8.61E-193,5.59E-192
MPP2,475.36157,-0.161070271,0.040638807,-3.963459631,7.39E-05,9.05E-05
MPP3,173.53986,0.096991209,0.027597039,3.514551231,0.000440498,0.00052769
MPP4,9.025519,0.019267323,0.04466883,0.431337083,0.66622329,0.692092028
MPP5,1783.6726,-0.053282207,0.016032668,-3.323352538,0.000889424,0.001056895
MPP6,262.21234,0.040906463,0.028033369,1.459206101,0.14450839,0.157733558
MPP7,1151.8862,0.197209988,0.03575881,5.515004196,3.49E-08,4.59E-08
MPPE1,1398.4475,-0.388923837,0.013527473,-28.75066547,8.89E-182,5.37E-181
MPPED1,75.92327,0.144147883,0.088821206,1.622899424,0.104610907,0.115091783
MPPED2,375.07788,-1.394211005,0.044975832,-30.99911509,5.54E-211,4.07E-210
MPRIP,4994.0396,-0.131167899,0.015663663,-8.374024631,5.57E-17,8.44E-17
MPST,3842.4426,0.049031715,0.027344456,1.793113592,0.072954763,0.080981736
MPV17L2,772.8081,-0.167643176,0.015308229,-10.95118032,6.56E-28,1.14E-27
MPV17L,272.12192,-0.651667885,0.039443415,-16.52158868,2.57E-61,6.24E-61
MPV17,2126.6426,-0.387448215,0.013630473,-28.42514773,9.89E-178,5.83E-177
MPZL1,7062.4375,0.329013294,0.015884139,20.71332241,2.63E-95,8.48E-95
MPZL2,4023.906,0.756291671,0.037744798,20.03697732,2.62E-89,8.06E-89
MPZL3,97.67466,0.863199549,0.034399509,25.09336861,5.88E-139,2.65E-138
MPZ,269.3889,-2.353927211,0.045049606,-52.25189398,0,0
MR1,497.77505,-0.157389011,0.021123973,-7.450729528,9.28E-14,1.34E-13
MRAP2,314.71838,0.246522342,0.049558855,4.974334924,6.55E-07,8.40E-07
MRAP,23.279778,-3.878673874,0.123378376,-31.43722592,6.28E-217,4.78E-216
MRAS,1766.4589,-0.643986918,0.029423014,-21.88718372,3.44E-106,1.22E-105
MRC1,1182.9098,-0.518421629,0.041327115,-12.54434597,4.27E-36,8.15E-36
MRC2,5657.7046,-0.359373043,0.031434408,-11.43247386,2.88E-30,5.14E-30
MRE11A,885.20435,0.205971351,0.01573542,13.0896631,3.77E-39,7.44E-39
MREG,1058.7817,0.016129406,0.027815221,0.579876961,0.561997593,0.588405577
MRFAP1L1,2994.9358,-0.282711354,0.011615619,-24.33889698,7.60E-131,3.24E-130
MRFAP1,13424.357,-0.223119417,0.012810442,-17.41699561,6.13E-68,1.58E-67
MRGPRD,0.82231617,-0.084578511,0.083650896,-1.011089121,0.311973777,0.333585826
MRGPRE,7.283658,-2.184084469,0.07163746,-30.48802224,3.76E-204,2.62E-203
MRGPRF,625.49506,-0.577890794,0.041407088,-13.95632543,2.88E-44,5.96E-44
MRGPRG,0.016748073,-0.156312951,1.01554041,-0.153920956,0.877672061,0.891242729
MRGPRX1,0.2418162,1.085991418,0.248660222,4.367370899,1.26E-05,1.57E-05
MRGPRX2,1.1609747,0.63668888,0.096720942,6.582740653,4.62E-11,6.40E-11
MRGPRX3,17.767328,0.692238384,0.091645228,7.553458067,4.24E-14,6.16E-14
MRGPRX4,1.4471726,-1.634563436,0.137721331,-11.86862939,1.72E-32,3.16E-32
MRI1,1123.9033,-0.082942895,0.014889347,-5.570620233,2.54E-08,3.35E-08
MRM1,371.8014,0.146085783,0.017283606,8.452274773,2.86E-17,4.35E-17
MRO,339.39978,1.028710463,0.054827128,18.76280061,1.52E-78,4.29E-78
MRP63,2213.9329,-0.165791206,0.014460505,-11.46510454,1.98E-30,3.54E-30
MRPL10,2239.8057,-0.037917262,0.010692053,-3.546303027,0.000390677,0.000468586
MRPL11,1900.574,0.120108345,0.016167779,7.428871125,1.10E-13,1.58E-13
MRPL12,3444.9683,-0.000770433,0.020148049,-0.038238593,0.969497451,0.972075775
MRPL13,1687.2352,0.219944492,0.016585476,13.26127129,3.88E-40,7.73E-40
MRPL14,2379.3196,-0.044739786,0.018803259,-2.379363386,0.01734257,0.019772492
MRPL15,2438.2544,0.105817196,0.015982696,6.620735177,3.57E-11,4.97E-11
MRPL16,1796.7908,0.018145467,0.013631098,1.331181652,0.183129247,0.198801767
MRPL17,2508.1868,-0.150107858,0.014173673,-10.59061129,3.29E-26,5.62E-26
MRPL18,2115.9275,0.043189442,0.011952291,3.613486444,0.000302107,0.000363468
MRPL19,2451.3872,0.150252753,0.01030447,14.58131802,3.69E-48,7.96E-48
MRPL1,831.2374,0.04668748,0.012944385,3.606774594,0.000310027,0.000372864
MRPL20,3113.7104,-0.290325918,0.012948533,-22.42153058,2.43E-111,8.94E-111
MRPL21,1603.1348,0.027831234,0.0176109,1.580341339,0.114028718,0.125162317
MRPL22,1052.9053,-0.225285544,0.013919924,-16.18439417,6.50E-59,1.55E-58
MRPL23,2085.1907,-0.308642317,0.020061036,-15.38516304,2.06E-53,4.65E-53
MRPL24,3161.4707,-0.468689959,0.016768336,-27.95089231,6.43E-172,3.64E-171
MRPL27,2150.289,-0.29303686,0.015927282,-18.39842208,1.35E-75,3.72E-75
MRPL28,2935.398,-0.318944959,0.016488736,-19.34320273,2.33E-83,6.83E-83
MRPL2,1575.1062,-0.157537746,0.016824648,-9.363508976,7.71E-21,1.23E-20
MRPL30,1902.2488,0.175979518,0.009514952,18.49504994,2.26E-76,6.27E-76
MRPL32,1873.6538,-0.084424897,0.012383984,-6.81726445,9.28E-12,1.30E-11
MRPL33,1213.6458,-0.358413289,0.014435561,-24.82849707,4.42E-136,1.95E-135
MRPL34,1923.8186,-0.375030306,0.017273246,-21.7116294,1.59E-104,5.56E-104
MRPL35,1791.0245,0.129052931,0.010369865,12.44499592,1.49E-35,2.82E-35
MRPL36,957.981,0.1626299,0.01609199,10.10626434,5.18E-24,8.62E-24
MRPL37,3830.94,0.074485978,0.014239131,5.231076179,1.69E-07,2.19E-07
MRPL38,2889.0981,-0.138014434,0.014644053,-9.424606279,4.32E-21,6.94E-21
MRPL39,861.02563,-0.03094545,0.012889415,-2.400842172,0.01635739,0.018667046
MRPL3,4102.431,0.326253586,0.012215013,26.70922877,3.68E-157,1.89E-156
MRPL40,1724.3699,-0.525276545,0.015768124,-33.31255732,2.54E-243,2.28E-242
MRPL41,2071.1074,-0.576481679,0.023188079,-24.86112281,1.96E-136,8.66E-136
MRPL42P5,19.50491,-0.136149792,0.029522173,-4.611780879,3.99E-06,5.03E-06
MRPL42,1712.6041,0.118015782,0.012543297,9.408672976,5.02E-21,8.06E-21
MRPL43,2607.7424,-0.242016228,0.012062225,-20.063979,1.52E-89,4.69E-89
MRPL44,1511.7738,-0.176596672,0.012134174,-14.55366298,5.54E-48,1.19E-47
MRPL45,1970.6646,0.046349269,0.012855727,3.605340134,0.000311744,0.000374863
MRPL46,953.06323,-0.18812874,0.014088151,-13.35368587,1.13E-40,2.26E-40
MRPL47,1609.0723,0.234549617,0.015282447,15.34764835,3.67E-53,8.29E-53
MRPL48,1065.7675,0.110995986,0.013837633,8.021313119,1.05E-15,1.56E-15
MRPL49,3270.1074,-0.012381412,0.011407516,-1.08537318,0.277756406,0.298101259
MRPL4,2891.4082,0.23492177,0.016438426,14.29101351,2.49E-46,5.26E-46
MRPL50,974.80743,0.306016384,0.012039786,25.41709597,1.63E-142,7.54E-142
MRPL51,4042.0444,-0.096407828,0.014493691,-6.651709711,2.90E-11,4.03E-11
MRPL52,1721.5111,-0.094117372,0.017674764,-5.324957666,1.01E-07,1.32E-07
MRPL53,1576.3892,-0.462425545,0.015948589,-28.99476286,7.66E-185,4.72E-184
MRPL54,1536.0297,-0.532177526,0.01902656,-27.97024425,3.74E-172,2.12E-171
MRPL55,1663.5131,-0.606671615,0.01865321,-32.52371127,4.93E-232,4.13E-231
MRPL9,2413.8406,-0.077634399,0.011395913,-6.812477337,9.59E-12,1.35E-11
MRPS10,2116.9092,0.233228223,0.012121029,19.24161889,1.66E-82,4.83E-82
MRPS11,1421.9231,-0.161572321,0.012539811,-12.88474883,5.49E-38,1.07E-37
MRPS12,1812.3772,0.169104547,0.019703438,8.582489497,9.28E-18,1.42E-17
MRPS14,899.9836,-0.078961539,0.010784507,-7.321756749,2.45E-13,3.52E-13
MRPS15,2784.261,-0.224524563,0.016463169,-13.63799169,2.38E-42,4.83E-42
MRPS16,3979.148,0.015073993,0.01114473,1.35256682,0.176194058,0.191446594
MRPS17,749.62427,0.208974161,0.019418568,10.76156394,5.23E-27,9.01E-27
MRPS18A,1909.5933,0.005005632,0.014299779,0.350049597,0.726301477,0.750597551
